Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Percent of firms with female participation in ownership,Percent of firms with majority female ownership,Percent of firms with a female top manager,Proportion of permanent full-time workers that are female (%),Proportion of permanent full-time production workers that are female (%)*,Proportion of permanent full-time non-production workers that are female (%)*
Mali,2007,Location,,Bamako,Average,19.7,...,...,6.8,6.2,13.9
Mali,2007,Location,,Mopti,Average,11.0,...,...,14.6,15.0,0.0
Mali,2007,Location,,Segou,Average,24.8,...,...,7.7,8.9,2.1
Mali,2007,Location,,Sikasso,Average,4.7,...,...,6.5,6.7,0.0
Mali,2007,Exporter Type,,Direct exports are 10% or more of sales,Average,21.7,...,...,7.3,4.6,19.3
Mali,2007,Exporter Type,,Non-exporter,Average,18.2,...,...,7.3,7.3,10.1
Mali,2007,Ownership Type,,Domestic,Average,16.8,...,...,7.5,7.3,11.2
Mali,2007,Ownership Type,,10% or more foreign ownership,Average,39.5,...,...,4.5,3.7,6.9
Mali,2010,,,,Average,58.3,14.6,21.0,29.7,30.9,30.0
Mali,2010,Sector,Manufacturing,All,Average,54.6,7.6,19.3,34.5,30.9,30.0
Mali,2010,Sector,Manufacturing,Manufacturing,Average,54.6,7.6,19.3,34.5,30.9,30.0
Mali,2010,Sector,Services,All,Average,62.0,21.7,22.1,26.4,...,...
Mali,2010,Sector,Services,Retail,Average,...,...,n.a.,n.a.,...,...
Mali,2010,Sector,Services,Other Services,Average,62.0,21.7,22.5,27.0,...,...
Mali,2010,Size,,Small (5-19),Average,58.5,17.9,24.1,30.8,29.7,24.8
Mali,2010,Size,,Medium (20-99),Average,59.5,5.5,8.6,25.7,36.1,36.8
Mali,2010,Size,,Large (100+),Average,42.0,0.0,8.2,15.6,n.a.,n.a.
Mali,2010,Location,,Bamako,Average,60.2,15.5,23.7,28.9,26.8,28.7
Mali,2010,Location,,Mopti,Average,26.0,0.0,0.0,49.9,n.a.,n.a.
Mali,2010,Location,,Segou,Average,59.0,15.1,13.2,42.2,42.2,47.5
Mali,2010,Location,,Sikasso,Average,n.a.,n.a.,8.2,20.4,39.7,n.a.
Mali,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,44.5,18.7,19.5,37.0,32.2,n.a.
Mali,2010,Exporter Type,,Non-exporter,Average,60.4,15.4,22.4,29.1,29.0,32.6
Mali,2010,Gender of Top Manager,,Top manager is female,Average,94.7,65.5,100.0,49.3,58.0,44.1
Mali,2010,Gender of Top Manager,,Top manager is male,Average,49.9,2.9,0.0,23.9,26.8,28.0
Mali,2010,Ownership Type,,Domestic,Average,58.0,17.6,22.1,29.8,29.5,30.1
Mali,2010,Ownership Type,,10% or more foreign ownership,Average,64.2,3.6,18.0,21.6,n.a.,n.a.
Mali,2016,,,,Average,15.3,9.1,11.6,19.1,8.3,14.4
Mali,2016,Sector,Manufacturing,All,Average,13.3,7.4,3.5,9.3,8.3,14.4
Mali,2016,Sector,Manufacturing,Manufacturing,Average,13.3,7.4,3.5,9.3,8.3,14.4
Mali,2016,Sector,Services,All,Average,16.1,9.9,14.9,23.0,...,...
Mali,2016,Sector,Services,Services,Average,16.1,9.9,14.9,23.0,...,...
Mali,2016,Size,,Small (5-19),Average,13.2,12.0,13.0,22.9,7.0,7.5
Mali,2016,Size,,Medium (20-99),Average,13.1,1.5,8.3,14.1,7.2,16.8
Mali,2016,Size,,Large (100+),Average,34.0,17.9,13.6,13.6,14.9,20.1
Mali,2016,Location,,Bamako,Average,17.3,10.1,13.5,22.0,9.8,18.8
Mali,2016,Location,,"Mopti, Ségou, Sikasso",Average,7.4,5.2,3.6,7.4,5.5,2.0
Mali,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,26.2,7.7,11.6,19.3,13.0,28.2
Mali,2016,Exporter Type,,Non-exporter,Average,14.1,9.3,11.6,19.1,6.9,9.7
Mali,2016,Gender of Top Manager,,Top manager is female,Average,70.9,67.7,100.0,31.9,n.a.,n.a.
Mali,2016,Gender of Top Manager,,Top manager is male,Average,7.9,1.3,0.0,17.4,8.2,11.3
Mali,2016,Ownership Type,,Domestic,Average,12.0,10.4,13.5,16.2,7.0,12.1
Mali,2016,Ownership Type,,10% or more foreign ownership,Average,24.2,5.7,6.6,27.4,12.4,21.4
Myanmar,2014,,,,Average,27.3,18.7,29.5,33.6,29.9,37.9
Myanmar,2014,Sector,Manufacturing,All,Average,24.0,15.8,27.8,32.1,29.9,37.9
Myanmar,2014,Sector,Manufacturing,Manufacturing,Average,24.0,15.8,27.8,32.1,29.9,37.9
Myanmar,2014,Sector,Services,All,Average,28.7,19.9,30.2,34.2,...,...
Myanmar,2014,Sector,Services,Retail,Average,33.2,21.4,34.8,40.2,...,...
Myanmar,2014,Sector,Services,Other Services,Average,26.1,19.1,27.5,30.6,...,...
Myanmar,2014,Size,,Small (5-19),Average,26.6,22.5,29.7,32.8,22.5,33.5
Myanmar,2014,Size,,Medium (20-99),Average,25.8,9.7,26.1,30.6,26.1,38.6
Myanmar,2014,Size,,Large (100+),Average,41.8,9.3,41.0,61.1,65.5,47.6
Myanmar,2014,Location,,Bago,Average,26.0,26.0,46.8,42.5,n.a.,n.a.
Myanmar,2014,Location,,Mandalay,Average,29.0,24.2,36.1,37.8,8.0,14.1
Myanmar,2014,Location,,Monywa,Average,24.5,24.5,52.5,40.8,23.3,15.6
Myanmar,2014,Location,,Taunggyi,Average,16.6,16.6,17.3,22.9,7.8,15.5
Myanmar,2014,Location,,Yangon,Average,27.5,17.3,27.1,32.5,32.1,40.7
Myanmar,2014,Exporter Type,,Direct exports are 10% or more of sales,Average,45.2,13.0,54.8,51.3,52.7,43.3
Myanmar,2014,Exporter Type,,Non-exporter,Average,26.6,18.9,28.5,33.1,27.3,37.3
Myanmar,2014,Gender of Top Manager,,Top manager is female,Average,74.2,62.4,100.0,51.0,55.4,65.0
Myanmar,2014,Gender of Top Manager,,Top manager is male,Average,7.7,0.5,0.0,26.6,21.2,28.8
Myanmar,2014,Ownership Type,,Domestic,Average,27.5,18.8,29.5,33.2,28.4,37.2
Myanmar,2014,Ownership Type,,10% or more foreign ownership,Average,8.3,0.0,33.3,76.5,83.8,62.1
Myanmar,2016,,,,Average,35.1,33.5,41.1,31.2,31.0,42.7
Myanmar,2016,Sector,Manufacturing,All,Average,30.4,27.0,31.9,31.5,31.0,42.7
Myanmar,2016,Sector,Manufacturing,Manufacturing,Average,30.4,27.0,31.9,31.5,31.0,42.7
Myanmar,2016,Sector,Services,All,Average,36.5,35.6,44.1,31.1,...,...
Myanmar,2016,Sector,Services,Retail,Average,41.7,41.4,45.9,51.7,...,...
Myanmar,2016,Sector,Services,Other Services,Average,34.0,32.8,43.2,21.0,...,...
Myanmar,2016,Size,,Small (5-19),Average,35.6,35.6,44.5,29.6,23.4,36.1
Myanmar,2016,Size,,Medium (20-99),Average,33.6,27.5,25.6,34.9,35.0,41.9
Myanmar,2016,Size,,Large (100+),Average,30.4,20.2,37.3,46.6,50.9,50.4
Myanmar,2016,Location,,Bago,Average,24.2,24.2,25.9,40.7,n.a.,...
Myanmar,2016,Location,,Mandalay,Average,21.2,21.0,36.5,21.2,9.5,30.6
Myanmar,2016,Location,,Monywa,Average,72.6,72.6,50.1,42.5,34.2,81.1
Myanmar,2016,Location,,Taunggyi,Average,43.1,39.4,47.2,40.7,28.1,76.9
Myanmar,2016,Location,,Yangon,Average,36.0,34.2,41.6,32.2,33.6,42.5
Myanmar,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,37.8,32.3,32.5,43.0,52.3,51.1
Myanmar,2016,Exporter Type,,Non-exporter,Average,34.9,33.6,41.5,30.7,29.1,41.1
Myanmar,2016,Gender of Top Manager,,Top manager is female,Average,66.0,64.9,100.0,43.1,44.3,57.3
Myanmar,2016,Gender of Top Manager,,Top manager is male,Average,13.6,11.8,0.0,22.7,24.3,35.8
Myanmar,2016,Ownership Type,,Domestic,Average,35.5,34.0,41.0,31.0,29.8,40.7
Myanmar,2016,Ownership Type,,10% or more foreign ownership,Average,6.5,2.8,49.5,53.1,52.8,58.7
Montenegro,2009,,,,Average,26.0,...,24.5,51.3,32.2,50.8
Montenegro,2009,Sector,Manufacturing,All,Average,11.2,...,10.8,36.5,32.2,50.8
Montenegro,2009,Sector,Manufacturing,Manufacturing,Average,11.2,...,10.8,36.5,32.2,50.8
Montenegro,2009,Sector,Services,All,Average,28.7,...,27.0,53.8,...,...
Montenegro,2009,Sector,Services,Retail,Average,33.6,...,31.0,58.7,...,...
Montenegro,2009,Sector,Services,Other Services,Average,26.0,...,24.8,51.3,...,...
Montenegro,2009,Size,,Small (5-19),Average,26.8,...,28.7,53.9,36.8,57.8
Montenegro,2009,Size,,Medium (20-99),Average,25.9,...,8.8,40.5,17.4,37.3
Montenegro,2009,Size,,Large (100+),Average,4.3,...,3.9,32.8,41.1,42.4
Montenegro,2009,Location,,Central and South,Average,32.2,...,38.3,54.9,28.7,48.2
Montenegro,2009,Location,,Coast,Average,7.3,...,7.4,48.9,37.5,58.1
Montenegro,2009,Location,,North,Average,60.9,...,6.9,39.4,40.8,51.6
Montenegro,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,51.0,...,51.0,55.5,2.0,51.5
Montenegro,2009,Exporter Type,,Non-exporter,Average,24.1,...,22.5,51.0,37.3,50.7
Montenegro,2009,Gender of Top Manager,,Top manager is female,Average,71.2,...,100.0,72.6,n.a.,n.a.
Montenegro,2009,Gender of Top Manager,,Top manager is male,Average,11.1,...,0.0,43.9,35.8,49.1
Montenegro,2009,Ownership Type,,Domestic,Average,26.8,...,25.4,51.8,33.9,50.5
Montenegro,2009,Ownership Type,,10% or more foreign ownership,Average,n.a.,...,3.1,40.8,n.a.,n.a.
Montenegro,2013,,,,Average,23.9,10.5,19.3,39.9,28.8,38.9
Montenegro,2013,Sector,Manufacturing,All,Average,14.3,7.1,7.0,32.9,28.8,38.9
Montenegro,2013,Sector,Manufacturing,Manufacturing,Average,14.3,7.1,7.0,32.9,28.8,38.9
Montenegro,2013,Sector,Services,All,Average,26.0,11.2,22.0,41.4,...,...
Montenegro,2013,Sector,Services,Retail,Average,31.3,19.1,34.3,66.4,...,...
Montenegro,2013,Sector,Services,Other Services,Average,23.6,7.7,16.5,30.2,...,...
Montenegro,2013,Size,,Small (5-19),Average,27.5,13.3,22.4,42.3,30.1,34.9
Montenegro,2013,Size,,Medium (20-99),Average,12.1,0.7,9.5,33.0,20.3,58.3
Montenegro,2013,Size,,Large (100+),Average,7.9,0.0,4.3,25.4,n.a.,n.a.
Montenegro,2013,Location,,Centre And South,Average,17.5,4.8,16.0,40.6,12.2,37.1
Montenegro,2013,Location,,Coast,Average,36.1,18.3,27.4,38.4,59.3,40.9
Montenegro,2013,Location,,North,Average,10.0,9.5,5.4,42.7,31.4,41.5
Montenegro,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,15.6,13.0,1.7,32.4,19.9,33.3
Montenegro,2013,Exporter Type,,Non-exporter,Average,26.3,11.1,20.0,41.4,30.1,39.8
Montenegro,2013,Gender of Top Manager,,Top manager is female,Average,80.4,43.8,100.0,52.1,n.a.,n.a.
Montenegro,2013,Gender of Top Manager,,Top manager is male,Average,10.4,2.5,0.0,36.9,30.7,36.6
Montenegro,2013,Ownership Type,,Domestic,Average,23.3,10.0,19.0,39.6,29.2,38.9
Montenegro,2013,Ownership Type,,10% or more foreign ownership,Average,53.7,38.4,32.1,59.6,n.a.,n.a.
Mongolia,2009,,,,Average,52.0,...,36.4,48.6,53.3,53.9
Mongolia,2009,Sector,Manufacturing,All,Average,52.0,...,39.5,54.4,53.3,53.9
Mongolia,2009,Sector,Manufacturing,Manufacturing,Average,52.0,...,39.5,54.4,53.3,53.9
Mongolia,2009,Sector,Services,All,Average,52.0,...,35.2,46.4,...,...
Mongolia,2009,Sector,Services,Retail,Average,77.3,...,66.5,70.1,...,...
Mongolia,2009,Sector,Services,Other Services,Average,47.2,...,29.4,42.0,...,...
Mongolia,2009,Size,,Medium (20-99),Average,41.8,...,25.9,42.1,50.7,50.7
Mongolia,2009,Size,,Small (5-19),Average,65.0,...,51.8,57.1,56.7,56.8
Mongolia,2009,Size,,Large (100+),Average,39.8,...,13.7,39.4,52.8,59.1
Mongolia,2009,Location,,Central,Average,66.5,...,49.1,65.9,43.4,49.6
Mongolia,2009,Location,,East,Average,66.2,...,40.7,56.7,n.a.,n.a.
Mongolia,2009,Location,,Khangai,Average,42.5,...,25.5,48.9,61.6,49.0
Mongolia,2009,Location,,Ulaanbaatar,Average,48.3,...,34.4,42.8,52.4,56.2
Mongolia,2009,Location,,West,Average,61.6,...,39.5,59.0,59.0,51.7
Mongolia,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,71.3,...,59.4,60.8,69.8,49.1
Mongolia,2009,Exporter Type,,Non-exporter,Average,51.0,...,35.2,47.9,50.7,54.7
Mongolia,2009,Gender of Top Manager,,Top manager is female,Average,93.3,...,100.0,63.7,54.2,63.0
Mongolia,2009,Gender of Top Manager,,Top manager is male,Average,28.4,...,0.0,39.9,52.8,48.0
Mongolia,2009,Ownership Type,,Domestic,Average,55.2,...,38.8,48.1,50.2,53.1
Mongolia,2009,Ownership Type,,10% or more foreign ownership,Average,17.6,...,11.1,53.7,75.6,59.5
Mongolia,2013,,,,Average,37.8,23.1,35.6,42.3,55.0,43.1
Mongolia,2013,Sector,Manufacturing,All,Average,44.7,24.8,31.6,50.1,55.0,43.1
Mongolia,2013,Sector,Manufacturing,Manufacturing,Average,44.7,24.8,31.6,50.1,55.0,43.1
Mongolia,2013,Sector,Services,All,Average,35.9,22.7,36.7,40.1,...,...
Mongolia,2013,Sector,Services,Retail,Average,71.6,49.3,68.5,65.1,...,...
Mongolia,2013,Sector,Services,Other Services,Average,26.2,15.5,28.1,33.0,...,...
Mongolia,2013,Size,,Small (5-19),Average,34.2,24.6,41.3,47.2,51.7,37.9
Mongolia,2013,Size,,Medium (20-99),Average,37.5,22.5,30.7,35.9,59.1,48.0
Mongolia,2013,Size,,Large (100+),Average,78.8,12.0,17.7,47.7,49.1,44.0
Mongolia,2013,Location,,Central,Average,44.5,24.1,27.7,44.9,46.8,42.8
Mongolia,2013,Location,,Eastern,Average,36.3,20.3,32.2,57.9,82.4,57.5
Mongolia,2013,Location,,Khangai,Average,41.0,23.2,40.3,48.6,57.1,39.9
Mongolia,2013,Location,,Ulan Bator,Average,37.9,24.3,37.5,39.3,52.5,41.4
Mongolia,2013,Location,,Western,Average,22.1,9.9,20.2,58.4,75.8,61.8
Mongolia,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,17.8,8.9,11.4,26.8,71.2,77.8
Mongolia,2013,Exporter Type,,Non-exporter,Average,39.1,24.0,36.4,43.1,53.9,40.7
Mongolia,2013,Gender of Top Manager,,Top manager is female,Average,78.0,61.5,100.0,54.8,66.8,46.4
Mongolia,2013,Gender of Top Manager,,Top manager is male,Average,15.6,2.1,0.0,35.5,49.3,41.5
Mongolia,2013,Ownership Type,,Domestic,Average,39.9,24.7,37.9,43.2,54.5,42.5
Mongolia,2013,Ownership Type,,10% or more foreign ownership,Average,14.0,5.1,9.3,32.3,59.0,47.7
Mozambique,2007,,,,Average,24.4,...,...,13.5,10.5,30.7
Mozambique,2007,Sector,Manufacturing,All,Average,21.0,...,...,13.5,10.5,30.7
Mozambique,2007,Sector,Manufacturing,Food,Average,35.3,...,...,17.9,13.9,34.1
Mozambique,2007,Sector,Manufacturing,Garments,Average,20.8,...,...,31.3,31.6,35.5
Mozambique,2007,Sector,Manufacturing,Furniture,Average,4.8,...,...,8.8,5.3,29.6
Mozambique,2007,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,19.6,...,...,8.0,5.1,27.6
Mozambique,2007,Sector,Services,All,Average,37.2,...,...,...,...,...
Mozambique,2007,Sector,Services,Retail,Average,35.3,...,...,...,...,...
Mozambique,2007,Sector,Services,Rest of Universe-Services,Average,39.6,...,...,...,...,...
Mozambique,2007,Size,,Small (5-19),Average,19.9,...,...,14.1,9.9,33.3
Mozambique,2007,Size,,Medium (20-99),Average,28.3,...,...,13.2,12.2,26.9
Mozambique,2007,Size,,Large (100+),Average,43.4,...,...,7.3,7.8,25.2
Mozambique,2007,Location,,Beira,Average,40.2,...,...,11.3,9.8,17.7
Mozambique,2007,Location,,Maputo,Average,23.3,...,...,14.5,11.3,34.1
Mozambique,2007,Location,,Matola,Average,20.6,...,...,13.9,9.0,33.9
Mozambique,2007,Location,,Nampula,Average,14.7,...,...,8.0,7.9,5.1
Mozambique,2007,Exporter Type,,Direct exports are 10% or more of sales,Average,25.4,...,...,9.9,8.5,26.8
Mozambique,2007,Exporter Type,,Non-exporter,Average,24.4,...,...,13.7,10.6,31.0
Mozambique,2007,Ownership Type,,Domestic,Average,23.5,...,...,13.5,10.2,31.8
Mozambique,2007,Ownership Type,,10% or more foreign ownership,Average,28.0,...,...,13.7,11.9,26.5
Mauritania,2006,,,,Average,17.3,...,...,5.1,2.6,11.6
Mauritania,2006,Sector,Manufacturing,All,Average,15.9,...,...,5.1,2.6,11.6
Mauritania,2006,Sector,Manufacturing,Food,Average,16.6,...,...,4.0,2.9,5.7
Mauritania,2006,Sector,Manufacturing,Garments,Average,n.a.,...,...,n.a.,n.a.,n.a.
Mauritania,2006,Sector,Manufacturing,Other Manufacturing,Average,15.6,...,...,5.8,2.4,14.4
Mauritania,2006,Sector,Services,All,Average,18.0,...,...,...,...,...
Mauritania,2006,Sector,Services,Retail,Average,14.5,...,...,...,...,...
Mauritania,2006,Sector,Services,Other Services,Average,19.4,...,...,...,...,...
Mauritania,2006,Size,,Small (5-19),Average,16.7,...,...,4.9,2.9,10.9
Mauritania,2006,Size,,Medium (20-99),Average,19.5,...,...,5.4,2.3,13.9
Mauritania,2006,Size,,Large (100+),Average,n.a.,...,...,n.a.,n.a.,n.a.
Mauritania,2006,Location,,Nouadhibou,Average,27.4,...,...,8.4,5.6,16.5
Mauritania,2006,Location,,Nouakchott,Average,14.8,...,...,4.1,1.8,10.4
Mauritania,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,13.3,...,...,6.2,5.7,7.4
Mauritania,2006,Exporter Type,,Non-exporter,Average,17.5,...,...,4.9,2.1,12.3
Mauritania,2006,Ownership Type,,Domestic,Average,17.1,...,...,4.3,2.3,8.9
Mauritania,2006,Ownership Type,,10% or more foreign ownership,Average,18.3,...,...,13.1,5.2,30.4
Mauritania,2014,,,,Average,15.0,2.2,4.5,12.9,3.8,14.2
Mauritania,2014,Sector,Manufacturing,All,Average,20.3,1.5,2.0,7.7,3.8,14.2
Mauritania,2014,Sector,Manufacturing,Manufacturing,Average,20.3,1.5,2.0,7.7,3.8,14.2
Mauritania,2014,Sector,Services,All,Average,12.5,2.5,5.6,15.3,...,...
Mauritania,2014,Sector,Services,Services,Average,12.5,2.5,5.6,15.3,...,...
Mauritania,2014,Size,,Small (5-19),Average,10.8,2.0,2.0,14.0,0.0,25.8
Mauritania,2014,Size,,Medium (20-99),Average,17.0,1.9,7.2,12.6,6.9,12.6
Mauritania,2014,Size,,Large (100+),Average,24.0,3.4,5.5,9.5,3.1,6.5
Mauritania,2014,Location,,Nouadhibou,Average,13.6,2.5,5.7,10.6,4.6,13.2
Mauritania,2014,Location,,Nouakchott,Average,15.6,2.1,3.9,13.9,3.1,15.1
Mauritania,2014,Exporter Type,,Direct exports are 10% or more of sales,Average,15.1,0.0,3.5,9.3,6.9,12.9
Mauritania,2014,Exporter Type,,Non-exporter,Average,14.6,2.7,4.8,13.6,1.2,16.0
Mauritania,2014,Gender of Top Manager,,Top manager is female,Average,91.8,37.5,100.0,18.3,n.a.,n.a.
Mauritania,2014,Gender of Top Manager,,Top manager is male,Average,11.4,0.5,0.0,12.6,3.8,12.0
Mauritania,2014,Ownership Type,,Domestic,Average,14.8,2.5,3.6,13.3,3.6,13.0
Mauritania,2014,Ownership Type,,10% or more foreign ownership,Average,18.0,0.0,11.3,9.5,4.4,17.7
Mauritius,2009,,,,Average,16.9,4.9,...,30.0,26.5,30.8
Mauritius,2009,Sector,Manufacturing,All,Average,13.3,5.1,...,28.9,26.5,30.8
Mauritius,2009,Sector,Manufacturing,Food,Average,22.1,5.6,...,38.8,36.3,30.9
Mauritius,2009,Sector,Manufacturing,Garments,Average,0.0,13.3,...,67.3,63.7,9.8
Mauritius,2009,Sector,Manufacturing,Other Manufacturing,Average,11.4,4.7,...,25.1,20.9,32.7
Mauritius,2009,Sector,Services,All,Average,21.5,4.7,...,31.0,...,...
Mauritius,2009,Sector,Services,Retail,Average,33.6,9.3,...,37.5,...,...
Mauritius,2009,Sector,Services,Other Services,Average,12.2,1.6,...,26.2,...,...
Mauritius,2009,Size,,Small (5-19),Average,22.2,5.8,...,30.3,20.8,31.5
Mauritius,2009,Size,,Medium (20-99),Average,9.7,3.5,...,27.5,30.3,33.2
Mauritius,2009,Size,,Large (100+),Average,8.6,2.6,...,34.4,40.5,21.3
Mauritius,2009,Location,,Central,Average,21.6,4.0,...,21.9,29.3,32.5
Mauritius,2009,Location,,East,Average,46.7,8.8,...,46.8,34.3,23.4
Mauritius,2009,Location,,North,Average,7.8,4.1,...,31.1,40.5,33.3
Mauritius,2009,Location,,Port Louis,Average,11.5,2.2,...,28.8,11.4,31.5
Mauritius,2009,Location,,South,Average,11.1,13.8,...,25.9,39.2,31.6
Mauritius,2009,Location,,West,Average,39.5,1.1,...,38.0,30.7,30.5
Mauritius,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,12.2,3.5,...,41.8,26.5,23.5
Mauritius,2009,Exporter Type,,Non-exporter,Average,17.2,5.1,...,29.1,26.5,34.0
Mauritius,2009,Ownership Type,,Domestic,Average,17.9,4.2,...,29.3,23.1,32.1
Mauritius,2009,Ownership Type,,10% or more foreign ownership,Average,9.5,11.4,...,33.4,54.0,19.0
Malawi,2009,,,,Average,23.9,13.8,15.6,23.0,...,...
Malawi,2009,Sector,Manufacturing,All,Average,11.7,7.6,7.6,16.0,...,...
Malawi,2009,Sector,Manufacturing,Manufacturing,Average,11.7,7.6,7.6,16.0,...,...
Malawi,2009,Sector,Services,All,Average,30.7,15.9,18.4,25.5,...,...
Malawi,2009,Sector,Services,Services,Average,30.7,15.9,18.4,25.5,...,...
Malawi,2009,Size,,Medium (20-99),Average,27.8,12.7,20.9,18.7,...,...
Malawi,2009,Size,,Large (100+),Average,9.0,3.7,3.5,14.8,...,...
Malawi,2009,Size,,Small (5-19),Average,26.4,16.2,15.3,26.6,...,...
Malawi,2009,Location,,Central,Average,63.0,12.3,4.2,12.5,...,...
Malawi,2009,Location,,North,Average,0.0,29.1,24.4,43.3,...,...
Malawi,2009,Location,,South,Average,17.5,11.3,20.6,25.1,...,...
Malawi,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,17.0,6.6,0.0,12.9,...,...
Malawi,2009,Exporter Type,,Non-exporter,Average,24.8,14.2,16.4,23.3,...,...
Malawi,2009,Gender of Top Manager,,Top manager is female,Average,n.a.,58.2,100.0,39.0,...,...
Malawi,2009,Gender of Top Manager,,Top manager is male,Average,17.5,5.2,0.0,19.9,...,...
Malawi,2009,Ownership Type,,Domestic,Average,32.9,16.6,19.6,24.9,...,...
Malawi,2009,Ownership Type,,10% or more foreign ownership,Average,0.0,3.9,3.4,16.4,...,...
Malawi,2014,,,,Average,28.1,11.4,14.2,27.6,10.1,27.2
Malawi,2014,Sector,Manufacturing,All,Average,23.0,9.9,9.9,22.6,10.1,27.2
Malawi,2014,Sector,Manufacturing,Manufacturing,Average,23.0,9.9,9.9,22.6,10.1,27.2
Malawi,2014,Sector,Services,All,Average,30.7,12.3,16.5,30.6,...,...
Malawi,2014,Sector,Services,Retail,Average,40.7,10.0,14.6,28.8,...,...
Malawi,2014,Sector,Services,Other Services,Average,25.2,13.4,17.5,31.8,...,...
Malawi,2014,Size,,Small (5-19),Average,25.4,10.9,17.3,29.5,8.9,24.3
Malawi,2014,Size,,Medium (20-99),Average,37.1,14.0,13.9,27.7,6.6,29.6
Malawi,2014,Size,,Large (100+),Average,23.7,9.6,3.6,17.8,12.4,28.3
Malawi,2014,Location,,Blantyre,Average,23.9,8.5,16.1,27.5,10.0,28.9
Malawi,2014,Location,,Kasungu,Average,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Malawi,2014,Location,,Lilongwe,Average,33.6,14.0,10.1,27.5,8.6,27.5
Malawi,2014,Location,,Mangochi,Average,23.8,12.2,13.9,21.8,n.a.,n.a.
Malawi,2014,Location,,Mzimba,Average,47.7,40.7,29.0,32.2,n.a.,n.a.
Malawi,2014,Location,,Zomba,Average,30.0,17.4,16.1,28.0,n.a.,n.a.
Malawi,2014,Exporter Type,,Direct exports are 10% or more of sales,Average,25.4,2.2,5.0,25.1,11.3,18.2
Malawi,2014,Exporter Type,,Non-exporter,Average,27.1,10.9,15.7,26.9,9.9,28.9
Malawi,2014,Gender of Top Manager,,Top manager is female,Average,73.0,48.4,100.0,44.6,19.2,31.7
Malawi,2014,Gender of Top Manager,,Top manager is male,Average,20.6,5.0,0.0,24.4,9.4,26.6
Malawi,2014,Ownership Type,,Domestic,Average,27.1,11.7,17.5,29.3,13.0,27.6
Malawi,2014,Ownership Type,,10% or more foreign ownership,Average,18.1,3.1,4.1,19.3,6.2,27.5
Malaysia,2015,,,,Average,25.4,10.4,26.3,33.9,28.1,35.7
Malaysia,2015,Sector,Manufacturing,All,Average,36.1,5.3,28.0,27.3,28.1,35.7
Malaysia,2015,Sector,Manufacturing,Food,Average,43.6,20.5,43.2,n.a.,n.a.,n.a.
Malaysia,2015,Sector,Manufacturing,Garments,Average,55.5,15.0,60.5,n.a.,n.a.,n.a.
Malaysia,2015,Sector,Manufacturing,Chemicals & Chemical Products,Average,16.0,0.6,14.1,n.a.,n.a.,n.a.
Malaysia,2015,Sector,Manufacturing,Electronics & Communications Equip.,Average,45.6,0.0,45.8,n.a.,n.a.,n.a.
Malaysia,2015,Sector,Manufacturing,Other Manufacturing,Average,35.5,4.2,23.8,23.8,24.2,35.7
Malaysia,2015,Sector,Services,All,Average,23.7,11.2,26.0,33.9,...,...
Malaysia,2015,Sector,Services,Retail,Average,29.8,15.7,35.0,44.1,...,...
Malaysia,2015,Sector,Services,Other Services,Average,19.5,8.0,19.7,26.7,...,...
Malaysia,2015,Size,,Medium (20-99),Average,28.1,0.9,26.5,32.9,31.1,44.6
Malaysia,2015,Size,,Small (5-19),Average,23.2,13.1,25.0,34.1,25.7,29.5
Malaysia,2015,Size,,Large (100+),Average,43.7,3.0,41.0,33.2,n.a.,n.a.
Malaysia,2015,Location,,Central,Average,22.0,6.3,24.4,39.7,26.0,62.3
Malaysia,2015,Location,,East Coast,Average,39.7,27.1,50.7,37.0,n.a.,n.a.
Malaysia,2015,Location,,East Malaysia,Average,26.2,7.3,18.6,36.1,n.a.,n.a.
