Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Senior management time spent dealing with the requirements of government regulation (%),Number of visits or required meetings with tax officials,Percent of firms visited or required to meet with tax officials,"If there were visits, average number of visits or required meetings with tax officials",Days to obtain an operating license,Days to obtain a construction-related permit,Days to obtain an import license,Percent of firms identifying tax rates as a major constraint,Percent of firms identifying tax administration as a major constraint,Percent of firms identifying business licensing and permits as a major constraint
Nicaragua,2016,Ownership Type,,Domestic,Average,11.0,...,68.4,3.8,27.6,18.7,26.5,8.4,6.3,10.9
Nicaragua,2016,Ownership Type,,10% or more foreign ownership,Average,12.3,...,54.9,2.2,24.6,55.8,20.7,4.9,12.1,2.1
Nepal,2009,,,,Average,6.5,...,63.4,2.0,14.5,22.8,10.5,6.3,8.5,0.4
Nepal,2009,Sector,Manufacturing,All,Average,9.9,...,57.9,2.0,n.a.,10.3,8.7,5.9,12.0,0.2
Nepal,2009,Sector,Manufacturing,Manufacturing,Average,9.9,...,57.9,2.0,n.a.,10.3,8.7,5.9,12.0,0.2
Nepal,2009,Sector,Services,All,Average,5.1,...,65.9,2.0,15.6,30.1,10.8,6.4,6.8,0.5
Nepal,2009,Sector,Services,Retail,Average,5.0,...,71.2,2.2,n.a.,...,12.7,12.6,8.9,0.0
Nepal,2009,Sector,Services,Other Services,Average,5.1,...,63.5,1.9,16.8,30.1,n.a.,3.6,5.9,0.8
Nepal,2009,Size,,Small (5-19),Average,6.0,...,61.6,1.9,14.8,n.a.,9.4,4.8,7.4,0.3
Nepal,2009,Size,,Medium (20-99),Average,9.6,...,71.4,2.4,n.a.,26.7,11.8,14.0,12.3,1.0
Nepal,2009,Size,,Large (100+),Average,9.5,...,95.4,2.5,n.a.,n.a.,n.a.,23.7,35.8,4.1
Nepal,2009,Location,,Central,Average,6.7,...,59.1,2.0,15.0,19.7,11.0,4.7,6.9,0.6
Nepal,2009,Location,,East,Average,2.5,...,98.6,2.0,n.a.,n.a.,n.a.,6.6,13.5,0.0
Nepal,2009,Location,,West,Average,7.8,...,64.1,2.0,n.a.,n.a.,...,12.2,12.3,0.0
Nepal,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,8.3,...,62.4,2.0,...,n.a.,n.a.,30.4,31.5,0.0
Nepal,2009,Exporter Type,,Non-exporter,Average,6.5,...,63.4,2.0,14.5,22.9,10.5,5.6,7.8,0.5
Nepal,2009,Gender of Top Manager,,Top manager is female,Average,4.3,...,68.3,1.6,n.a.,n.a.,n.a.,5.8,2.7,0.1
Nepal,2009,Gender of Top Manager,,Top manager is male,Average,6.9,...,62.7,2.1,18.1,22.8,10.2,6.3,9.4,0.5
Nepal,2009,Ownership Type,,Domestic,Average,6.6,...,63.1,2.0,14.6,24.7,10.8,6.4,8.3,0.4
Nepal,2009,Ownership Type,,10% or more foreign ownership,Average,3.7,...,79.5,2.0,n.a.,n.a.,n.a.,1.6,18.3,1.6
Nepal,2013,,,,Average,1.4,...,65.6,2.7,9.8,26.7,6.3,11.2,9.2,9.9
Nepal,2013,Sector,Manufacturing,All,Average,2.0,...,61.6,2.3,9.9,37.5,9.6,15.2,12.9,5.0
Nepal,2013,Sector,Manufacturing,Manufacturing,Average,2.0,...,61.6,2.3,9.9,37.5,9.6,15.2,12.9,5.0
Nepal,2013,Sector,Services,All,Average,1.1,...,67.5,2.9,9.8,5.8,2.1,9.3,7.3,12.3
Nepal,2013,Sector,Services,Retail,Average,0.6,...,75.1,3.4,1.4,n.a.,1.2,14.3,1.9,23.2
Nepal,2013,Sector,Services,Other Services,Average,1.4,...,63.9,2.7,12.3,n.a.,n.a.,7.1,9.7,7.4
Nepal,2013,Size,,Small (5-19),Average,0.9,...,62.0,2.7,10.7,16.7,2.0,11.2,8.3,10.9
Nepal,2013,Size,,Medium (20-99),Average,4.1,...,80.2,2.8,6.4,47.7,10.1,11.2,14.8,5.5
Nepal,2013,Size,,Large (100+),Average,1.6,...,96.8,1.6,n.a.,7.8,n.a.,14.3,2.4,4.6
Nepal,2013,Location,,Central,Average,1.8,...,70.3,3.1,9.7,28.7,5.9,13.0,9.2,10.4
Nepal,2013,Location,,East,Average,0.3,...,48.6,1.5,n.a.,n.a.,n.a.,2.9,3.0,2.3
Nepal,2013,Location,,West,Average,0.8,...,58.6,1.6,n.a.,19.1,n.a.,10.1,13.2,12.9
Nepal,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,5.1,...,78.9,4.8,19.5,n.a.,n.a.,33.7,12.1,15.1
Nepal,2013,Exporter Type,,Non-exporter,Average,1.3,...,65.0,2.6,7.1,27.8,5.8,10.2,9.0,9.7
Nepal,2013,Gender of Top Manager,,Top manager is female,Average,0.2,...,51.2,2.5,5.2,n.a.,n.a.,8.4,3.2,17.7
Nepal,2013,Gender of Top Manager,,Top manager is male,Average,1.7,...,68.6,2.8,10.8,40.6,6.0,11.8,10.3,8.3
Nepal,2013,Ownership Type,,Domestic,Average,1.4,...,65.6,2.7,9.8,26.5,5.9,11.2,9.2,9.9
Nepal,2013,Ownership Type,,10% or more foreign ownership,Average,13.0,...,80.4,3.2,n.a.,n.a.,n.a.,48.9,21.7,19.6
Pakistan,2007,,,,Average,1.9,...,52.0,2.9,10.2,28.2,14.2,40.0,23.0,17.2
Pakistan,2007,Sector,Manufacturing,All,Average,1.9,...,49.6,2.7,8.1,29.3,14.2,40.3,23.2,16.9
Pakistan,2007,Sector,Manufacturing,Food,Average,2.0,...,62.7,4.2,6.3,n.a.,n.a.,27.0,24.9,21.6
Pakistan,2007,Sector,Manufacturing,Textiles & Garments,Average,1.8,...,41.3,2.1,...,27.2,n.a.,38.1,15.7,9.6
Pakistan,2007,Sector,Manufacturing,Leather Products,Average,1.4,...,62.7,n.a.,...,...,...,21.8,12.2,14.9
Pakistan,2007,Sector,Manufacturing,Chemicals & Chemical Products,Average,1.3,...,77.4,4.5,...,n.a.,...,56.4,57.7,3.7
Pakistan,2007,Sector,Manufacturing,Machinery & Equipment & Electronics,Average,2.3,...,50.5,2.9,...,n.a.,...,53.0,34.8,25.6
Pakistan,2007,Sector,Manufacturing,Other Manufacturing,Average,2.0,...,54.4,2.7,n.a.,55.6,n.a.,43.9,27.8,25.0
Pakistan,2007,Sector,Services,All,Average,1.9,...,64.0,3.7,12.8,n.a.,...,38.3,22.0,18.8
Pakistan,2007,Sector,Services,Services,Average,1.9,...,64.0,3.7,12.8,n.a.,...,38.3,22.0,18.8
Pakistan,2007,Size,,Small (5-19),Average,1.5,...,47.0,2.5,9.6,n.a.,n.a.,35.9,21.6,20.0
Pakistan,2007,Size,,Medium (20-99),Average,2.7,...,67.2,3.3,10.7,16.0,n.a.,45.1,21.2,10.3
Pakistan,2007,Size,,Large (100+),Average,4.0,...,58.3,5.4,n.a.,37.4,n.a.,61.3,40.3,12.6
Pakistan,2007,Location,,Balochistan,Average,1.2,...,57.3,3.2,n.a.,n.a.,...,39.0,12.1,12.1
Pakistan,2007,Location,,Peshawar,Average,1.0,...,72.8,3.6,6.3,...,...,56.5,33.5,11.2
Pakistan,2007,Location,,Punjab,Average,1.3,...,39.9,2.2,6.0,66.3,n.a.,38.0,21.7,16.0
Pakistan,2007,Location,,Sindh,Average,2.7,...,65.2,3.4,13.9,25.6,n.a.,41.0,23.9,19.7
Pakistan,2007,Exporter Type,,Direct exports are 10% or more of sales,Average,3.5,...,53.0,4.1,n.a.,24.1,n.a.,62.7,34.6,8.2
Pakistan,2007,Exporter Type,,Non-exporter,Average,1.6,...,48.9,2.9,6.7,51.9,n.a.,39.9,22.3,18.2
Pakistan,2007,Ownership Type,,Domestic,Average,1.9,...,51.7,2.9,10.2,30.8,13.8,40.2,23.0,17.2
Pakistan,2007,Ownership Type,,10% or more foreign ownership,Average,2.8,...,83.1,5.7,n.a.,12.3,n.a.,20.1,42.1,33.8
Pakistan,2013,,,,Average,3.5,...,65.6,3.6,10.4,33.6,33.5,54.1,34.1,24.5
Pakistan,2013,Sector,Manufacturing,All,Average,4.7,...,63.1,3.3,13.9,33.5,33.5,46.9,35.0,23.2
Pakistan,2013,Sector,Manufacturing,Food,Average,4.2,...,70.5,4.2,17.1,n.a.,n.a.,46.4,31.9,22.3
Pakistan,2013,Sector,Manufacturing,Textiles,Average,3.9,...,59.3,3.5,...,n.a.,n.a.,39.6,25.0,16.5
Pakistan,2013,Sector,Manufacturing,Garments,Average,4.7,...,53.1,2.1,...,n.a.,n.a.,66.0,35.9,26.3
Pakistan,2013,Sector,Manufacturing,Chemicals & Chemical Products,Average,7.2,...,72.6,2.0,n.a.,n.a.,...,46.9,30.1,14.9
Pakistan,2013,Sector,Manufacturing,Non-Metallic Mineral Products,Average,4.8,...,71.6,2.5,...,n.a.,...,44.5,24.4,17.4
Pakistan,2013,Sector,Manufacturing,Motor Vehicles & Transport Equip.,Average,1.4,...,70.7,2.4,n.a.,...,...,55.7,81.8,12.1
Pakistan,2013,Sector,Manufacturing,Other Manufacturing,Average,5.5,...,51.7,3.8,10.3,...,35.2,47.1,36.4,34.0
Pakistan,2013,Sector,Services,All,Average,2.4,...,68.4,4.0,9.0,n.a.,...,63.1,32.8,26.2
Pakistan,2013,Sector,Services,Retail,Average,1.5,...,66.5,2.3,...,...,...,55.2,44.3,29.5
Pakistan,2013,Sector,Services,Other Services,Average,2.8,...,69.3,4.7,9.0,n.a.,...,66.4,27.7,24.8
Pakistan,2013,Size,,Small (5-19),Average,2.7,...,57.3,3.7,26.7,40.0,n.a.,48.2,26.8,17.8
Pakistan,2013,Size,,Medium (20-99),Average,3.6,...,69.3,3.8,8.8,n.a.,n.a.,61.1,37.1,28.7
Pakistan,2013,Size,,Large (100+),Average,5.8,...,78.4,3.2,n.a.,28.7,n.a.,53.7,44.7,31.7
Pakistan,2013,Location,,Balochistan,Average,2.2,...,75.4,3.9,37.0,n.a.,n.a.,20.1,51.4,13.8
Pakistan,2013,Location,,Islamabad,Average,2.0,...,49.1,1.8,...,...,...,70.9,47.6,60.0
Pakistan,2013,Location,,Khyber-Pakhtunkhwa,Average,4.1,...,73.9,3.4,5.6,n.a.,n.a.,55.5,25.0,21.8
Pakistan,2013,Location,,Punjab,Average,3.2,...,56.1,3.7,n.a.,47.7,43.9,47.0,32.7,23.8
Pakistan,2013,Location,,Sindh,Average,3.5,...,68.8,4.0,n.a.,26.6,n.a.,63.3,45.4,25.7
Pakistan,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,5.3,...,59.4,3.9,n.a.,n.a.,n.a.,60.5,31.6,38.7
Pakistan,2013,Exporter Type,,Non-exporter,Average,3.3,...,66.3,3.6,10.4,35.9,9.2,53.3,34.4,22.8
Pakistan,2013,Gender of Top Manager,,Top manager is female,Average,2.5,...,73.5,4.7,n.a.,32.9,n.a.,60.5,43.3,16.3
Pakistan,2013,Gender of Top Manager,,Top manager is male,Average,3.6,...,65.0,3.6,10.1,34.1,13.9,53.6,33.4,25.0
Pakistan,2013,Ownership Type,,Domestic,Average,3.5,...,65.2,3.6,10.5,33.6,33.5,54.6,33.9,24.8
Pakistan,2013,Ownership Type,,10% or more foreign ownership,Average,4.8,...,78.4,3.5,n.a.,...,...,39.4,56.3,14.9
Panama,2006,,,,Average,10.3,...,49.9,2.7,41.2,36.6,46.2,25.2,21.4,7.9
Panama,2006,Sector,Manufacturing,All,Average,10.7,...,51.3,3.1,44.0,55.3,63.3,34.5,27.9,7.0
Panama,2006,Sector,Manufacturing,Food,Average,14.1,...,53.6,3.2,42.3,29.9,67.6,30.1,22.9,10.6
Panama,2006,Sector,Manufacturing,"Textiles, Garments, Leather & Paper",Average,12.5,...,18.0,2.7,n.a.,55.2,n.a.,38.5,24.3,0.0
Panama,2006,Sector,Manufacturing,"Chemicals, Non-Metallic Mineral, Plastics & Rubber",Average,9.0,...,41.5,4.5,n.a.,n.a.,n.a.,26.6,21.1,16.7
Panama,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,9.6,...,57.5,2.9,34.2,69.7,69.3,36.4,31.2,5.7
Panama,2006,Sector,Services,All,Average,10.2,...,49.2,2.6,39.7,32.8,24.4,21.1,18.5,8.3
Panama,2006,Sector,Services,Retail,Average,10.4,...,55.2,2.7,18.3,23.3,n.a.,27.0,26.7,6.2
Panama,2006,Sector,Services,Rest of Universe-Services,Average,10.1,...,46.0,2.5,53.3,36.8,23.8,18.1,14.4,9.3
Panama,2006,Size,,Small (5-19),Average,9.5,...,46.9,2.6,31.4,44.1,30.2,27.4,23.7,6.2
Panama,2006,Size,,Medium (20-99),Average,11.8,...,57.0,2.9,51.6,46.3,43.3,20.4,17.9,11.5
Panama,2006,Size,,Large (100+),Average,11.1,...,49.0,3.0,40.8,15.3,61.8,25.1,16.9,8.6
Panama,2006,Location,,Colon,Average,4.5,...,38.6,2.3,n.a.,37.6,n.a.,13.2,5.6,3.2
Panama,2006,Location,,Panama City,Average,11.6,...,52.3,2.8,42.1,36.1,46.7,27.8,24.9,8.9
Panama,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,6.7,...,37.7,2.8,58.8,32.6,55.4,6.9,11.0,9.9
Panama,2006,Exporter Type,,Non-exporter,Average,11.1,...,52.4,2.7,38.3,38.5,42.6,29.2,23.7,7.5
Panama,2006,Ownership Type,,Domestic,Average,10.5,...,49.0,2.7,36.2,31.5,52.7,25.5,21.7,8.4
Panama,2006,Ownership Type,,10% or more foreign ownership,Average,8.8,...,56.7,2.7,60.8,57.6,26.1,22.3,18.8,4.0
Panama,2010,,,,Average,33.3,...,37.6,2.1,66.3,25.1,12.1,2.2,4.6,5.2
Panama,2010,Sector,Manufacturing,All,Average,34.1,...,34.2,2.1,13.0,33.0,3.8,1.5,1.0,2.5
Panama,2010,Sector,Manufacturing,Manufacturing,Average,34.1,...,34.2,2.1,13.0,33.0,3.8,1.5,1.0,2.5
Panama,2010,Sector,Services,All,Average,33.2,...,38.2,2.1,73.3,20.1,n.a.,2.4,5.3,5.7
Panama,2010,Sector,Services,Retail,Average,32.9,...,42.4,1.4,85.6,n.a.,n.a.,5.3,9.8,10.2
Panama,2010,Sector,Services,Other Services,Average,33.4,...,34.8,2.6,46.8,18.1,n.a.,0.1,1.8,2.1
Panama,2010,Size,,Medium (20-99),Average,34.4,...,30.1,2.1,31.5,28.2,27.2,1.4,3.5,7.2
Panama,2010,Size,,Small (5-19),Average,32.0,...,42.8,2.1,78.3,n.a.,n.a.,2.7,5.5,4.3
Panama,2010,Size,,Large (100+),Average,40.7,...,24.3,2.5,n.a.,23.8,n.a.,1.5,1.9,3.7
Panama,2010,Location,,Panama City,Average,30.2,...,37.2,2.1,55.8,40.6,28.1,3.1,4.2,4.9
Panama,2010,Location,,Rest of the country,Average,39.0,...,38.2,1.9,88.7,13.4,n.a.,0.4,5.5,5.6
Panama,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,71.9,...,93.9,n.a.,n.a.,n.a.,...,2.7,0.6,2.7
Panama,2010,Exporter Type,,Non-exporter,Average,32.2,...,34.8,2.1,66.5,25.7,12.1,2.2,4.8,5.3
Panama,2010,Gender of Top Manager,,Top manager is female,Average,34.4,...,42.4,2.1,n.a.,20.0,n.a.,0.5,3.4,4.2
Panama,2010,Gender of Top Manager,,Top manager is male,Average,32.9,...,36.0,2.1,71.9,33.1,5.3,2.8,5.0,5.5
Panama,2010,Ownership Type,,Domestic,Average,28.9,...,36.5,1.9,67.0,28.5,12.1,2.6,6.2,5.2
Panama,2010,Ownership Type,,10% or more foreign ownership,Average,47.7,...,40.2,2.4,n.a.,n.a.,...,1.0,0.1,5.2
Peru,2006,,,,Average,13.5,...,54.7,2.5,81.1,118.2,25.1,30.0,33.0,20.5
Peru,2006,Sector,Manufacturing,All,Average,14.7,...,61.0,2.5,98.8,132.0,51.2,33.6,34.7,22.9
Peru,2006,Sector,Manufacturing,Food,Average,14.6,...,62.1,2.9,86.9,112.9,36.1,41.9,43.8,26.2
Peru,2006,Sector,Manufacturing,Garments,Average,21.8,...,70.3,2.2,57.5,149.6,n.a.,19.4,16.7,17.3
Peru,2006,Sector,Manufacturing,Chemicals & Chemical Products,Average,12.0,...,61.0,3.0,67.7,120.7,39.8,32.2,34.2,20.7
Peru,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,9.8,...,53.1,2.6,170.9,138.9,n.a.,42.4,45.9,26.9
Peru,2006,Sector,Services,All,Average,13.0,...,52.1,2.5,75.5,108.9,19.4,28.5,32.3,19.5
Peru,2006,Sector,Services,Retail,Average,16.3,...,36.2,2.5,53.1,92.6,19.1,26.5,38.0,27.7
Peru,2006,Sector,Services,Rest of Universe-Services,Average,12.3,...,55.5,2.5,82.3,119.5,19.5,28.9,31.1,17.8
Peru,2006,Size,,Small (5-19),Average,9.9,...,43.7,2.5,83.6,65.0,24.1,45.6,51.0,16.6
Peru,2006,Size,,Medium (20-99),Average,15.2,...,53.2,2.4,90.9,114.8,30.0,23.0,21.0,29.7
Peru,2006,Size,,Large (100+),Average,16.5,...,78.8,2.7,64.1,146.2,13.2,16.6,26.4,7.0
Peru,2006,Location,,Arequipa,Average,30.4,...,59.7,2.4,41.9,32.3,37.1,43.9,59.1,13.8
Peru,2006,Location,,Chiclayo,Average,7.5,...,57.9,4.2,72.9,74.8,n.a.,39.0,37.3,21.2
Peru,2006,Location,,Lima,Average,12.6,...,54.3,2.5,83.8,130.5,24.5,28.9,31.2,20.9
Peru,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,8.7,...,68.4,2.1,58.5,81.2,33.1,21.2,25.6,11.3
Peru,2006,Exporter Type,,Non-exporter,Average,14.5,...,52.1,2.6,84.5,125.1,24.4,31.7,34.5,22.3
Peru,2006,Ownership Type,,Domestic,Average,14.2,...,53.5,2.5,86.5,114.7,27.8,30.3,33.3,22.2
Peru,2006,Ownership Type,,10% or more foreign ownership,Average,7.6,...,65.4,2.4,45.3,149.7,16.5,27.1,30.3,5.0
Peru,2010,,,,Average,14.1,...,62.6,2.7,46.5,83.8,68.4,17.8,20.2,20.4
Peru,2010,Sector,Manufacturing,All,Average,12.8,...,44.2,2.6,65.2,87.3,30.2,22.8,23.5,19.3
Peru,2010,Sector,Manufacturing,Food,Average,10.5,...,74.9,3.3,59.1,71.5,41.5,34.0,19.9,20.0
Peru,2010,Sector,Manufacturing,Textiles & Garments,Average,12.3,...,34.5,3.3,67.8,100.1,24.6,23.7,22.8,14.0
Peru,2010,Sector,Manufacturing,"Chemicals, Plastics & Rubber",Average,9.3,...,49.1,3.0,104.3,86.9,41.8,25.6,16.8,33.8
Peru,2010,Sector,Manufacturing,Basic Metals/Fabricated Metals/Machinery & Equip.,Average,10.2,...,50.5,2.0,82.1,117.0,17.2,20.7,27.2,17.0
Peru,2010,Sector,Manufacturing,Other Manufacturing,Average,15.7,...,33.4,2.1,48.7,70.6,9.4,18.2,25.5,18.4
Peru,2010,Sector,Services,All,Average,14.7,...,72.1,2.7,38.5,82.2,83.2,15.2,18.4,20.9
Peru,2010,Sector,Services,Retail,Average,15.5,...,57.7,2.7,18.8,189.1,29.1,27.1,18.0,4.0
Peru,2010,Sector,Services,Other Services,Average,14.2,...,82.2,2.8,51.7,28.9,85.1,6.8,18.8,32.8
Peru,2010,Size,,Medium (20-99),Average,9.3,...,60.7,3.2,57.8,88.7,29.2,27.3,36.4,29.8
Peru,2010,Size,,Small (5-19),Average,16.7,...,58.9,2.5,30.0,81.5,88.7,14.4,14.4,17.2
Peru,2010,Size,,Large (100+),Average,11.9,...,83.0,2.6,55.0,80.0,50.4,13.3,12.6,15.1
Peru,2010,Location,,Arequipa,Average,21.4,...,65.2,1.9,66.7,30.1,20.0,15.3,3.1,7.3
Peru,2010,Location,,Chiclayo,Average,11.1,...,64.0,3.5,24.5,21.7,n.a.,6.5,19.9,25.3
Peru,2010,Location,,Lima,Average,12.0,...,60.2,2.2,68.3,107.2,48.6,23.0,23.9,21.0
Peru,2010,Location,,Trujillo,Average,16.2,...,63.5,2.8,22.7,119.4,n.a.,20.3,21.0,20.0
Peru,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,9.2,...,76.1,2.8,97.8,114.2,49.3,11.3,18.2,29.3
Peru,2010,Exporter Type,,Non-exporter,Average,14.5,...,61.3,2.7,36.7,80.9,70.2,18.4,20.4,19.5
Peru,2010,Gender of Top Manager,,Top manager is female,Average,13.7,...,68.7,3.2,31.3,25.0,45.1,30.9,22.7,10.8
Peru,2010,Gender of Top Manager,,Top manager is male,Average,14.1,...,61.5,2.6,49.0,93.5,69.0,15.6,19.8,21.9
Peru,2010,Ownership Type,,Domestic,Average,14.1,...,61.9,2.7,45.1,76.7,69.6,18.4,20.7,20.6
Peru,2010,Ownership Type,,10% or more foreign ownership,Average,13.2,...,75.4,2.0,67.9,142.7,54.8,6.8,9.6,16.2
Philippines,2009,,,,Average,9.1,...,87.2,1.7,10.6,21.7,13.9,19.5,15.2,7.5
Philippines,2009,Sector,Manufacturing,All,Average,9.5,...,81.4,1.8,11.3,22.8,15.3,24.8,20.5,10.0
Philippines,2009,Sector,Manufacturing,Food,Average,6.7,...,85.7,1.9,11.0,17.8,20.8,30.4,19.7,10.6
Philippines,2009,Sector,Manufacturing,Garments,Average,12.6,...,56.9,1.4,10.0,23.6,15.0,39.2,32.8,29.8
Philippines,2009,Sector,Manufacturing,Chemicals & Chemical Products,Average,11.7,...,75.7,2.0,13.2,25.1,24.7,18.2,20.7,10.6
Philippines,2009,Sector,Manufacturing,Rubber & Plastics Products,Average,10.6,...,83.0,1.8,10.3,33.9,16.1,26.0,25.5,6.9
Philippines,2009,Sector,Manufacturing,Non-Metallic Mineral Products,Average,6.9,...,83.6,2.0,10.4,21.6,16.0,15.6,9.9,6.0
Philippines,2009,Sector,Manufacturing,Electronics,Average,8.5,...,88.8,1.8,11.9,34.1,7.9,15.7,8.4,5.6
Philippines,2009,Sector,Manufacturing,Other Manufacturing,Average,9.7,...,85.2,1.7,11.7,24.3,11.6,20.9,18.9,5.9
Philippines,2009,Sector,Services,All,Average,9.0,...,89.1,1.7,10.4,21.4,13.0,17.7,13.3,6.6
Philippines,2009,Sector,Services,Retail,Average,6.4,...,95.1,1.6,14.3,16.6,11.9,20.2,14.9,5.2
Philippines,2009,Sector,Services,Other Services,Average,11.0,...,84.6,1.7,7.4,25.6,13.4,15.8,12.1,7.6
Philippines,2009,Size,,Medium (20-99),Average,11.1,...,84.1,1.7,10.4,19.9,15.6,23.7,16.1,6.5
Philippines,2009,Size,,Small (5-19),Average,8.2,...,87.9,1.6,10.6,20.8,12.5,18.4,15.8,8.3
Philippines,2009,Size,,Large (100+),Average,7.8,...,92.8,2.3,11.7,23.8,13.3,13.0,10.3,6.4
Philippines,2009,Location,,Calabarazon,Average,10.2,...,71.9,1.7,10.9,18.5,10.4,9.4,5.9,7.5
Philippines,2009,Location,,Central Luzon,Average,4.4,...,89.3,1.5,13.1,12.0,35.0,18.2,14.1,1.2
Philippines,2009,Location,,Manila,Average,11.2,...,99.2,1.7,7.5,17.6,5.7,14.1,14.2,11.0
Philippines,2009,Location,,Metro Cebu,Average,10.3,...,90.4,1.5,12.7,40.3,21.5,8.9,6.6,7.2
Philippines,2009,Location,,Ncr Excluding Manila,Average,9.0,...,88.6,1.8,10.4,19.9,12.3,23.9,18.7,7.7
Philippines,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,12.0,...,91.8,1.7,10.7,22.5,10.9,19.3,15.8,4.7
Philippines,2009,Exporter Type,,Non-exporter,Average,8.9,...,86.9,1.7,10.6,21.6,14.6,19.5,15.1,7.7
Philippines,2009,Gender of Top Manager,,Top manager is female,Average,8.9,...,90.0,1.5,12.0,15.6,16.7,24.4,14.9,9.6
Philippines,2009,Gender of Top Manager,,Top manager is male,Average,9.3,...,86.2,1.8,10.0,25.5,13.1,17.3,15.4,6.4
Philippines,2009,Ownership Type,,Domestic,Average,8.5,...,87.0,1.7,10.4,22.2,14.1,20.3,15.4,7.8
Philippines,2009,Ownership Type,,10% or more foreign ownership,Average,13.1,...,88.5,1.8,12.6,20.2,13.3,14.2,13.6,4.9
Philippines,2015,,,,Average,5.4,...,73.9,1.4,17.8,27.3,36.6,26.4,20.8,12.6
Philippines,2015,Sector,Manufacturing,All,Average,4.3,...,68.6,1.4,15.5,27.6,41.1,21.8,24.6,13.7
Philippines,2015,Sector,Manufacturing,Food,Average,5.0,...,63.2,1.4,14.6,27.5,68.2,25.1,16.6,15.1
Philippines,2015,Sector,Manufacturing,Garments,Average,4.4,...,49.6,1.3,11.7,20.0,22.8,22.5,29.3,21.1
Philippines,2015,Sector,Manufacturing,Chemicals & Chemical Products,Average,3.2,...,72.2,1.4,20.8,16.6,65.5,24.1,15.1,16.8
Philippines,2015,Sector,Manufacturing,Rubber & Plastics Products,Average,6.4,...,71.2,1.3,11.5,19.1,45.7,20.9,18.6,7.1
Philippines,2015,Sector,Manufacturing,Fabricated Metal Products,Average,2.8,...,70.4,1.3,15.6,31.9,26.9,26.5,5.7,5.9
Philippines,2015,Sector,Manufacturing,Electronics,Average,1.4,...,44.3,1.3,24.2,21.0,58.4,30.3,15.4,5.3
Philippines,2015,Sector,Manufacturing,Other Manufacturing,Average,4.5,...,80.1,1.5,16.0,34.2,32.7,16.1,38.0,15.2
Philippines,2015,Sector,Services,All,Average,5.7,...,75.5,1.4,18.6,27.2,34.4,27.9,19.6,12.3
Philippines,2015,Sector,Services,Retail,Average,5.0,...,73.8,1.4,21.2,26.1,39.2,25.4,18.8,8.0
Philippines,2015,Sector,Services,Other Services,Average,6.5,...,77.3,1.4,16.8,28.9,31.6,30.4,20.3,16.2
Philippines,2015,Size,,Medium (20-99),Average,5.8,...,76.6,1.3,17.8,42.1,40.8,26.6,24.6,14.1
Philippines,2015,Size,,Small (5-19),Average,5.3,...,72.6,1.4,17.4,14.3,29.6,26.3,20.0,11.4
Philippines,2015,Size,,Large (100+),Average,3.7,...,71.9,1.5,20.9,18.1,41.4,26.5,10.9,16.9
Philippines,2015,Location,,Calabarzon,Average,3.7,...,69.5,1.4,12.4,21.4,39.1,19.7,4.6,3.6
Philippines,2015,Location,,Central Luzon,Average,1.7,...,77.7,1.4,13.8,15.0,48.2,26.5,12.3,6.0
Philippines,2015,Location,,Metro Cebu,Average,10.8,...,79.4,1.2,18.9,19.8,25.9,4.3,3.9,5.8
Philippines,2015,Location,,Metro Manila,Average,3.7,...,66.6,1.5,26.0,35.0,57.7,34.7,36.8,15.6
Philippines,2015,Location,,Ncr Excluding Manila,Average,6.6,...,74.5,1.4,17.5,33.9,27.3,31.3,27.8,18.3
Philippines,2015,Exporter Type,,Direct exports are 10% or more of sales,Average,3.8,...,79.3,1.5,11.0,20.7,47.8,23.2,10.6,14.5
Philippines,2015,Exporter Type,,Non-exporter,Average,5.5,...,73.9,1.4,18.4,27.7,33.8,26.8,21.7,12.6
Philippines,2015,Gender of Top Manager,,Top manager is female,Average,7.8,...,74.9,1.3,14.1,20.1,52.7,20.6,20.5,11.8
Philippines,2015,Gender of Top Manager,,Top manager is male,Average,4.2,...,72.8,1.4,19.4,30.0,32.2,29.9,21.9,13.3
Philippines,2015,Ownership Type,,Domestic,Average,5.2,...,73.2,1.4,16.9,28.1,31.0,26.9,20.6,12.2
Philippines,2015,Ownership Type,,10% or more foreign ownership,Average,6.3,...,77.8,1.4,23.3,18.7,50.6,23.6,22.6,15.2
Papua New Guinea,2015,,,,Average,8.8,...,43.7,1.4,20.9,88.1,44.0,35.2,22.4,40.2
Papua New Guinea,2015,Sector,Manufacturing,All,Average,10.1,...,41.8,1.3,23.0,70.2,n.a.,34.5,26.4,51.1
Papua New Guinea,2015,Sector,Manufacturing,Manufacturing,Average,10.1,...,41.8,1.3,23.0,70.2,n.a.,34.5,26.4,51.1
